2017-12-17 09:34:38.420545: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX AVX2
2017-12-17 09:34:38.835796: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\common_runtime\gpu\gpu_device.cc:1030] Found device 0 with properties: 
1004 696 [[2 4 8 2]] [[2 4 8 7]]
1005 697 [[2 4 8 8]] [[2 4 8 8]]
1006 698 [[2 4 8 8]] [[2 4 8 8]]
1007 699 [[2 4 8 8]] [[2 4 8 8]]
1008 700 [[2 4 8 9]] [[2 4 8 9]]
1009 701 [[2 4 9 8]] [[2 4 9 8]]
1010 702 [[2 4 9 8]] [[2 4 9 8]]
1011 703 [[2 5 0 5]] [[2 5 0 5]]
1012 703 [[2 5 8 8]] [[2 5 0 8]]
1013 703 [[2 5 7 2]] [[2 5 1 2]]
1014 704 [[2 5 1 4]] [[2 5 1 4]]
1015 704 [[2 5 4 4]] [[2 5 1 4]]
1016 704 [[2 5 2 5]] [[2 5 1 5]]
1017 705 [[2 5 2 3]] [[2 5 2 3]]
1018 706 [[2 5 2 3]] [[2 5 2 3]]
1019 707 [[2 5 2 3]] [[2 5 2 3]]
1020 708 [[2 5 2 4]] [[2 5 2 4]]
1021 709 [[2 5 2 5]] [[2 5 2 5]]
1022 710 [[2 5 2 5]] [[2 5 2 5]]
1023 711 [[2 5 2 7]] [[2 5 2 7]]
1024 711 [[2 5 2 1]] [[2 5 2 7]]
1025 712 [[2 5 2 8]] [[2 5 2 8]]
1026 713 [[2 5 2 8]] [[2 5 2 8]]
1027 714 [[2 5 2 9]] [[2 5 2 9]]
1028 715 [[2 5 3 0]] [[2 5 3 0]]
1029 715 [[2 5 3 7]] [[2 5 3 1]]
1030 716 [[2 5 3 3]] [[2 5 3 3]]
1031 716 [[2 4 3 3]] [[2 5 3 3]]
1032 717 [[2 5 3 3]] [[2 5 3 3]]
1033 718 [[2 5 3 4]] [[2 5 3 4]]
1034 719 [[2 5 3 8]] [[2 5 3 8]]
1035 720 [[2 5 3 9]] [[2 5 3 9]]
1036 721 [[2 5 4 0]] [[2 5 4 0]]
1037 722 [[2 5 4 0]] [[2 5 4 0]]
1038 723 [[2 5 4 2]] [[2 5 4 2]]
1039 724 [[2 5 4 3]] [[2 5 4 3]]
1040 725 [[2 5 4 5]] [[2 5 4 5]]
1041 726 [[2 5 4 6]] [[2 5 4 6]]
1042 727 [[2 5 4 6]] [[2 5 4 6]]
1043 728 [[2 5 4 6]] [[2 5 4 6]]
1044 729 [[2 5 4 9]] [[2 5 4 9]]
1045 730 [[2 5 5 1]] [[2 5 5 1]]
1046 731 [[2 5 5 1]] [[2 5 5 1]]
1047 732 [[2 5 5 2]] [[2 5 5 2]]
1048 733 [[2 5 5 3]] [[2 5 5 3]]
1049 734 [[2 5 5 4]] [[2 5 5 4]]
1050 735 [[2 5 5 4]] [[2 5 5 4]]
1051 736 [[2 5 5 4]] [[2 5 5 4]]
1052 737 [[2 5 5 5]] [[2 5 5 5]]
1053 738 [[2 5 5 5]] [[2 5 5 5]]
1054 739 [[2 5 5 6]] [[2 5 5 6]]
1055 740 [[2 5 5 7]] [[2 5 5 7]]
1056 741 [[2 5 5 8]] [[2 5 5 8]]
1057 742 [[2 5 5 9]] [[2 5 5 9]]
1058 743 [[2 5 6 0]] [[2 5 6 0]]
1059 744 [[2 5 6 0]] [[2 5 6 0]]
1060 745 [[2 5 6 0]] [[2 5 6 0]]
1061 746 [[2 5 6 2]] [[2 5 6 2]]
1062 747 [[2 5 6 2]] [[2 5 6 2]]
1063 748 [[2 5 6 4]] [[2 5 6 4]]
1064 749 [[2 5 6 7]] [[2 5 6 7]]
1065 749 [[2 5 1 2]] [[2 5 7 2]]
1066 750 [[2 5 7 2]] [[2 5 7 2]]
1067 751 [[2 5 7 6]] [[2 5 7 6]]
1068 752 [[2 5 8 2]] [[2 5 8 2]]
1069 753 [[2 5 8 2]] [[2 5 8 2]]
1070 754 [[2 5 8 4]] [[2 5 8 4]]
1071 755 [[2 5 8 4]] [[2 5 8 4]]
1072 756 [[2 5 8 4]] [[2 5 8 4]]
1073 757 [[2 5 8 5]] [[2 5 8 5]]
1074 758 [[2 5 8 6]] [[2 5 8 6]]
1075 759 [[2 5 8 7]] [[2 5 8 7]]
1076 760 [[2 5 8 8]] [[2 5 8 8]]
1077 761 [[2 5 8 8]] [[2 5 8 8]]
1078 762 [[2 5 9 0]] [[2 5 9 0]]
1079 763 [[2 5 9 1]] [[2 5 9 1]]
1080 764 [[2 5 9 3]] [[2 5 9 3]]
1081 765 [[2 5 9 4]] [[2 5 9 4]]
1082 766 [[2 5 9 4]] [[2 5 9 4]]
1083 767 [[2 5 9 5]] [[2 5 9 5]]
1084 768 [[2 5 9 5]] [[2 5 9 5]]
1085 769 [[2 5 9 5]] [[2 5 9 5]]
1086 770 [[2 5 9 5]] [[2 5 9 5]]
1087 771 [[2 5 9 6]] [[2 5 9 6]]
1088 772 [[2 5 9 6]] [[2 5 9 6]]
1089 773 [[2 5 9 7]] [[2 5 9 7]]
1090 774 [[2 5 9 8]] [[2 5 9 8]]
1091 775 [[2 5 9 9]] [[2 5 9 9]]
1092 776 [[2 5 9 9]] [[2 5 9 9]]
1093 777 [[2 6 0 2]] [[2 6 0 2]]
1094 777 [[2 8 0 2]] [[2 6 0 2]]
1095 778 [[2 6 0 5]] [[2 6 0 5]]
1096 778 [[2 4 0 5]] [[2 6 0 5]]
1097 779 [[2 6 0 8]] [[2 6 0 8]]
1098 780 [[2 6 1 0]] [[2 6 1 0]]
1099 780 [[2 6 1 0]] [[2 6 1 2]]
1100 780 [[2 6 0 2]] [[2 6 1 2]]
1101 780 [[2 6 7 3]] [[2 6 1 3]]
1102 781 [[2 6 1 3]] [[2 6 1 3]]
1103 782 [[2 6 1 4]] [[2 6 1 4]]
1104 783 [[2 6 1 4]] [[2 6 1 4]]
1105 784 [[2 6 1 8]] [[2 6 1 8]]
1106 785 [[2 6 1 8]] [[2 6 1 8]]
1107 785 [[2 6 8 9]] [[2 6 1 9]]
1108 785 [[2 6 2 8]] [[2 6 2 0]]
1109 786 [[2 6 2 3]] [[2 6 2 3]]
1110 786 [[2 6 0 3]] [[2 6 2 3]]
1111 787 [[2 6 2 5]] [[2 6 2 5]]
1112 788 [[2 6 2 5]] [[2 6 2 5]]
1113 788 [[2 6 8 8]] [[2 6 2 8]]
1114 789 [[2 6 2 8]] [[2 6 2 8]]
1115 789 [[2 6 0 9]] [[2 6 2 9]]
1116 789 [[2 6 1 1]] [[2 6 3 1]]
1117 790 [[2 6 3 2]] [[2 6 3 2]]
1118 791 [[2 6 3 3]] [[2 6 3 3]]
1119 792 [[2 6 3 5]] [[2 6 3 5]]
1120 793 [[2 6 3 8]] [[2 6 3 8]]
1121 794 [[2 6 3 8]] [[2 6 3 8]]
1122 794 [[2 6 5 9]] [[2 6 3 9]]
1123 795 [[2 6 4 0]] [[2 6 4 0]]
1124 796 [[2 6 4 1]] [[2 6 4 1]]
1125 797 [[2 6 4 2]] [[2 6 4 2]]
1126 798 [[2 6 4 2]] [[2 6 4 2]]
1127 799 [[2 6 4 4]] [[2 6 4 4]]
1128 800 [[2 6 4 5]] [[2 6 4 5]]
1129 801 [[2 6 4 5]] [[2 6 4 5]]
1130 802 [[2 6 4 5]] [[2 6 4 5]]
1131 803 [[2 6 4 6]] [[2 6 4 6]]
1132 804 [[2 6 4 7]] [[2 6 4 7]]
1133 805 [[2 6 4 8]] [[2 6 4 8]]
1134 806 [[2 6 5 2]] [[2 6 5 2]]
1135 807 [[2 6 5 4]] [[2 6 5 4]]
1136 808 [[2 6 5 4]] [[2 6 5 4]]
1137 809 [[2 6 5 5]] [[2 6 5 5]]
1138 810 [[2 6 5 5]] [[2 6 5 5]]
1139 811 [[2 6 5 6]] [[2 6 5 6]]
1140 812 [[2 6 5 7]] [[2 6 5 7]]
1141 813 [[2 6 5 7]] [[2 6 5 7]]
1142 814 [[2 6 5 9]] [[2 6 5 9]]
1143 815 [[2 6 6 1]] [[2 6 6 1]]
1144 816 [[2 6 6 2]] [[2 6 6 2]]
1145 817 [[2 6 6 4]] [[2 6 6 4]]
1146 818 [[2 6 6 4]] [[2 6 6 4]]
1147 819 [[2 6 6 5]] [[2 6 6 5]]
1148 819 [[2 6 5 5]] [[2 6 6 5]]
1149 820 [[2 6 6 6]] [[2 6 6 6]]
1150 821 [[2 6 6 8]] [[2 6 6 8]]
1151 822 [[2 6 6 9]] [[2 6 6 9]]
1152 823 [[2 6 6 9]] [[2 6 6 9]]
1153 823 [[2 6 3 4]] [[2 6 7 4]]
1154 824 [[2 6 8 3]] [[2 6 8 3]]
1155 825 [[2 6 8 3]] [[2 6 8 3]]
1156 826 [[2 6 8 3]] [[2 6 8 3]]
1157 826 [[2 6 0 4]] [[2 6 8 4]]
1158 827 [[2 6 8 5]] [[2 6 8 5]]
1159 827 [[2 6 8 1]] [[2 6 8 7]]
1160 828 [[2 6 8 7]] [[2 6 8 7]]
1161 829 [[2 6 9 2]] [[2 6 9 2]]
1162 830 [[2 6 9 3]] [[2 6 9 3]]
1163 831 [[2 6 9 4]] [[2 6 9 4]]
1164 832 [[2 6 9 5]] [[2 6 9 5]]
1165 832 [[2 6 8 5]] [[2 6 9 5]]
1166 833 [[2 6 9 6]] [[2 6 9 6]]
1167 834 [[2 6 9 6]] [[2 6 9 6]]
1168 835 [[2 6 9 7]] [[2 6 9 7]]
1169 836 [[2 6 9 8]] [[2 6 9 8]]
1170 837 [[2 6 9 9]] [[2 6 9 9]]
1171 837 [[2 2 1 8]] [[2 7 1 8]]
1172 838 [[2 7 2 1]] [[2 7 2 1]]
1173 839 [[2 7 2 1]] [[2 7 2 1]]
1174 840 [[2 7 2 3]] [[2 7 2 3]]
1175 841 [[2 7 2 5]] [[2 7 2 5]]
1176 842 [[2 7 2 5]] [[2 7 2 5]]
1177 843 [[2 7 2 5]] [[2 7 2 5]]
1178 844 [[2 7 2 6]] [[2 7 2 6]]
1179 845 [[2 7 2 8]] [[2 7 2 8]]
1180 846 [[2 7 2 9]] [[2 7 2 9]]
1181 847 [[2 7 3 2]] [[2 7 3 2]]
1182 848 [[2 7 3 4]] [[2 7 3 4]]
1183 848 [[2 7 9 8]] [[2 7 3 8]]
1184 849 [[2 7 4 6]] [[2 7 4 6]]
1185 850 [[2 7 4 7]] [[2 7 4 7]]
1186 851 [[2 7 4 8]] [[2 7 4 8]]
1187 852 [[2 7 4 8]] [[2 7 4 8]]
1188 853 [[2 7 4 9]] [[2 7 4 9]]
1189 853 [[2 7 3 5]] [[2 7 5 5]]
1190 854 [[2 7 5 7]] [[2 7 5 7]]
1191 855 [[2 7 5 8]] [[2 7 5 8]]
1192 855 [[2 7 9 9]] [[2 7 5 9]]
1193 856 [[2 7 6 2]] [[2 7 6 2]]
1194 857 [[2 7 6 3]] [[2 7 6 3]]
1195 858 [[2 7 6 4]] [[2 7 6 4]]
1196 859 [[2 7 6 6]] [[2 7 6 6]]
1197 860 [[2 7 6 6]] [[2 7 6 6]]
1198 861 [[2 7 6 7]] [[2 7 6 7]]
1199 862 [[2 7 6 9]] [[2 7 6 9]]
1200 862 [[2 7 2 4]] [[2 7 7 4]]
1201 863 [[2 7 7 5]] [[2 7 7 5]]
1202 864 [[2 7 8 0]] [[2 7 8 0]]
1203 865 [[2 7 8 2]] [[2 7 8 2]]
1204 866 [[2 7 8 5]] [[2 7 8 5]]
1205 867 [[2 7 8 9]] [[2 7 8 9]]
1206 868 [[2 7 9 2]] [[2 7 9 2]]
1207 869 [[2 7 9 3]] [[2 7 9 3]]
1208 869 [[2 6 8 1]] [[2 8 0 1]]
1209 869 [[2 6 6 5]] [[2 8 0 5]]
1210 869 [[2 6 6 8]] [[2 8 0 8]]
1211 869 [[2 6 0 8]] [[2 8 0 8]]
1212 869 [[2 7 1 2]] [[2 8 1 2]]
1213 870 [[2 8 1 3]] [[2 8 1 3]]
1214 870 [[2 6 1 4]] [[2 8 1 4]]
1215 871 [[2 8 1 5]] [[2 8 1 5]]
1216 872 [[2 8 1 8]] [[2 8 1 8]]
1217 873 [[2 8 2 2]] [[2 8 2 2]]
1218 874 [[2 8 2 2]] [[2 8 2 2]]
1219 875 [[2 8 2 9]] [[2 8 2 9]]
1220 876 [[2 8 2 9]] [[2 8 2 9]]
1221 876 [[2 8 7 2]] [[2 8 3 2]]
1222 877 [[2 8 3 2]] [[2 8 3 2]]
1223 878 [[2 8 3 6]] [[2 8 3 6]]
1224 879 [[2 8 3 6]] [[2 8 3 6]]
1225 880 [[2 8 3 6]] [[2 8 3 6]]
1226 881 [[2 8 3 7]] [[2 8 3 7]]
1227 882 [[2 8 3 8]] [[2 8 3 8]]
1228 883 [[2 8 3 8]] [[2 8 3 8]]
1229 884 [[2 8 3 8]] [[2 8 3 8]]
1230 885 [[2 8 4 4]] [[2 8 4 4]]
1231 886 [[2 8 4 6]] [[2 8 4 6]]
1232 887 [[2 8 4 6]] [[2 8 4 6]]
1233 888 [[2 8 4 7]] [[2 8 4 7]]
1234 889 [[2 8 4 7]] [[2 8 4 7]]
1235 890 [[2 8 4 8]] [[2 8 4 8]]
1236 891 [[2 8 4 8]] [[2 8 4 8]]
1237 892 [[2 8 4 9]] [[2 8 4 9]]
1238 893 [[2 8 4 9]] [[2 8 4 9]]
1239 894 [[2 8 5 0]] [[2 8 5 0]]
1240 895 [[2 8 5 0]] [[2 8 5 0]]
1241 896 [[2 8 5 0]] [[2 8 5 0]]
1242 897 [[2 8 5 1]] [[2 8 5 1]]
1243 898 [[2 8 5 3]] [[2 8 5 3]]
1244 899 [[2 8 5 3]] [[2 8 5 3]]
1245 900 [[2 8 5 4]] [[2 8 5 4]]
1246 901 [[2 8 5 5]] [[2 8 5 5]]
1247 902 [[2 8 5 8]] [[2 8 5 8]]
1248 903 [[2 8 5 8]] [[2 8 5 8]]
1249 904 [[2 8 5 8]] [[2 8 5 8]]
1250 905 [[2 8 6 1]] [[2 8 6 1]]
1251 906 [[2 8 6 2]] [[2 8 6 2]]
1252 907 [[2 8 6 2]] [[2 8 6 2]]
1253 908 [[2 8 6 2]] [[2 8 6 2]]
1254 909 [[2 8 6 5]] [[2 8 6 5]]
1255 910 [[2 8 6 6]] [[2 8 6 6]]
1256 911 [[2 8 6 8]] [[2 8 6 8]]
1257 912 [[2 8 6 9]] [[2 8 6 9]]
1258 913 [[2 8 6 9]] [[2 8 6 9]]
1259 914 [[2 8 7 4]] [[2 8 7 4]]
1260 915 [[2 8 7 5]] [[2 8 7 5]]
1261 916 [[2 8 7 7]] [[2 8 7 7]]
1262 917 [[2 8 8 1]] [[2 8 8 1]]
1263 918 [[2 8 8 2]] [[2 8 8 2]]
1264 919 [[2 8 8 4]] [[2 8 8 4]]
1265 920 [[2 8 8 5]] [[2 8 8 5]]
1266 921 [[2 8 8 5]] [[2 8 8 5]]
1267 922 [[2 8 8 5]] [[2 8 8 5]]
1268 923 [[2 8 8 5]] [[2 8 8 5]]
1269 924 [[2 8 8 8]] [[2 8 8 8]]
1270 925 [[2 8 8 8]] [[2 8 8 8]]
1271 926 [[2 8 8 9]] [[2 8 8 9]]
1272 927 [[2 8 9 0]] [[2 8 9 0]]
1273 928 [[2 8 9 0]] [[2 8 9 0]]
1274 929 [[2 8 9 0]] [[2 8 9 0]]
1275 929 [[2 8 9 7]] [[2 8 9 1]]
1276 930 [[2 8 9 2]] [[2 8 9 2]]
1277 931 [[2 8 9 3]] [[2 8 9 3]]
1278 932 [[2 8 9 4]] [[2 8 9 4]]
1279 933 [[2 8 9 5]] [[2 8 9 5]]
1280 934 [[2 8 9 6]] [[2 8 9 6]]
1281 935 [[2 8 9 6]] [[2 8 9 6]]
1282 935 [[2 8 9 1]] [[2 8 9 7]]
1283 936 [[2 8 9 8]] [[2 8 9 8]]
1284 937 [[2 8 9 9]] [[2 8 9 9]]
1285 938 [[2 8 9 9]] [[2 8 9 9]]
1286 939 [[2 9 0 0]] [[2 9 0 0]]
1287 940 [[2 9 0 1]] [[2 9 0 1]]
1288 940 [[2 8 8 2]] [[2 9 0 2]]
1289 940 [[2 8 8 3]] [[2 9 0 3]]
1290 941 [[2 9 0 6]] [[2 9 0 6]]
1291 942 [[2 9 1 3]] [[2 9 1 3]]
1292 942 [[2 9 1 6]] [[2 9 1 5]]
1293 943 [[2 9 1 6]] [[2 9 1 6]]
1294 944 [[2 9 1 8]] [[2 9 1 8]]
1295 945 [[2 9 1 9]] [[2 9 1 9]]
1296 946 [[2 9 2 2]] [[2 9 2 2]]
1297 947 [[2 9 2 4]] [[2 9 2 4]]
1298 947 [[2 9 0 4]] [[2 9 2 4]]
1299 948 [[2 9 2 4]] [[2 9 2 4]]
1300 949 [[2 9 2 4]] [[2 9 2 4]]
1301 950 [[2 9 2 4]] [[2 9 2 4]]
1302 951 [[2 9 2 5]] [[2 9 2 5]]
1303 952 [[2 9 2 6]] [[2 9 2 6]]
1304 952 [[2 9 0 7]] [[2 9 2 7]]
1305 952 [[2 9 7 7]] [[2 9 2 7]]
1306 952 [[2 9 1 8]] [[2 9 2 8]]
1307 953 [[2 9 2 9]] [[2 9 2 9]]
1308 954 [[2 9 2 9]] [[2 9 2 9]]
1309 955 [[2 9 2 9]] [[2 9 2 9]]
1310 956 [[2 9 3 1]] [[2 9 3 1]]
1311 957 [[2 9 3 1]] [[2 9 3 1]]
1312 958 [[2 9 3 2]] [[2 9 3 2]]
1313 959 [[2 9 3 4]] [[2 9 3 4]]
1314 960 [[2 9 3 4]] [[2 9 3 4]]
1315 961 [[2 9 3 6]] [[2 9 3 6]]
1316 962 [[2 9 3 6]] [[2 9 3 6]]
1317 963 [[2 9 3 7]] [[2 9 3 7]]
1318 964 [[2 9 3 8]] [[2 9 3 8]]
1319 965 [[2 9 3 9]] [[2 9 3 9]]
1320 965 [[2 9 4 4]] [[2 9 4 1]]
1321 966 [[2 9 4 2]] [[2 9 4 2]]
1322 967 [[2 9 4 2]] [[2 9 4 2]]
1323 968 [[2 9 4 2]] [[2 9 4 2]]
1324 969 [[2 9 4 2]] [[2 9 4 2]]
1325 970 [[2 9 4 3]] [[2 9 4 3]]
1326 971 [[2 9 4 3]] [[2 9 4 3]]
1327 972 [[2 9 4 4]] [[2 9 4 4]]
1328 973 [[2 9 4 5]] [[2 9 4 5]]
1329 974 [[2 9 4 6]] [[2 9 4 6]]
1330 975 [[2 9 4 8]] [[2 9 4 8]]
1331 976 [[2 9 4 9]] [[2 9 4 9]]
1332 977 [[2 9 5 0]] [[2 9 5 0]]
1333 978 [[2 9 5 0]] [[2 9 5 0]]
1334 979 [[2 9 5 1]] [[2 9 5 1]]
1335 980 [[2 9 5 2]] [[2 9 5 2]]
1336 981 [[2 9 5 3]] [[2 9 5 3]]
1337 982 [[2 9 5 5]] [[2 9 5 5]]
1338 983 [[2 9 5 6]] [[2 9 5 6]]
1339 984 [[2 9 5 7]] [[2 9 5 7]]
1340 985 [[2 9 5 9]] [[2 9 5 9]]
1341 986 [[2 9 6 1]] [[2 9 6 1]]
1342 987 [[2 9 6 2]] [[2 9 6 2]]
1343 988 [[2 9 6 2]] [[2 9 6 2]]
1344 989 [[2 9 6 3]] [[2 9 6 3]]
1345 990 [[2 9 6 3]] [[2 9 6 3]]
1346 991 [[2 9 6 4]] [[2 9 6 4]]
1347 992 [[2 9 6 6]] [[2 9 6 6]]
1348 992 [[2 9 8 9]] [[2 9 6 9]]
1349 992 [[2 9 2 3]] [[2 9 7 3]]
1350 992 [[2 9 2 4]] [[2 9 7 4]]
1351 993 [[2 9 7 5]] [[2 9 7 5]]
1352 994 [[2 9 7 8]] [[2 9 7 8]]
1353 995 [[2 9 8 1]] [[2 9 8 1]]
1354 996 [[2 9 8 2]] [[2 9 8 2]]
1355 997 [[2 9 8 2]] [[2 9 8 2]]
1356 998 [[2 9 8 3]] [[2 9 8 3]]
1357 999 [[2 9 8 3]] [[2 9 8 3]]
1358 1000 [[2 9 8 4]] [[2 9 8 4]]
1359 1001 [[2 9 8 4]] [[2 9 8 4]]
1360 1001 [[2 9 4 4]] [[2 9 8 4]]
1361 1001 [[2 9 4 8]] [[2 9 8 8]]
1362 1002 [[2 9 8 8]] [[2 9 8 8]]
1363 1003 [[2 9 8 8]] [[2 9 8 8]]
1364 1004 [[2 9 8 9]] [[2 9 8 9]]
1365 1005 [[2 9 9 0]] [[2 9 9 0]]
1366 1006 [[2 9 9 2]] [[2 9 9 2]]
1367 1007 [[2 9 9 5]] [[2 9 9 5]]
1368 1008 [[2 9 9 6]] [[2 9 9 6]]
1369 1009 [[2 9 9 6]] [[2 9 9 6]]
1370 1010 [[2 9 9 8]] [[2 9 9 8]]
1371 1011 [[2 9 9 8]] [[2 9 9 8]]
1372 1012 [[2 9 9 8]] [[2 9 9 8]]
1373 1012 [[2 8 0 5]] [[3 0 0 5]]
1374 1012 [[2 8 1 4]] [[3 0 1 4]]
1375 1012 [[5 8 1 8]] [[3 0 1 8]]
1376 1012 [[2 8 1 9]] [[3 0 1 9]]
1377 1012 [[2 8 2 3]] [[3 0 2 3]]
1378 1012 [[3 8 2 4]] [[3 0 2 4]]
1379 1012 [[3 8 2 4]] [[3 0 2 4]]
1380 1012 [[2 0 2 9]] [[3 0 2 9]]
1381 1012 [[3 8 3 2]] [[3 0 3 2]]
1382 1013 [[3 0 3 4]] [[3 0 3 4]]
1383 1014 [[3 0 3 5]] [[3 0 3 5]]
1384 1014 [[3 9 3 9]] [[3 0 3 9]]
1385 1014 [[3 0 9 9]] [[3 0 3 9]]
1386 1015 [[3 0 4 0]] [[3 0 4 0]]
1387 1016 [[3 0 4 0]] [[3 0 4 0]]
1388 1017 [[3 0 4 1]] [[3 0 4 1]]
1389 1018 [[3 0 4 2]] [[3 0 4 2]]
1390 1019 [[3 0 4 2]] [[3 0 4 2]]
1391 1020 [[3 0 4 2]] [[3 0 4 2]]
1392 1021 [[3 0 4 5]] [[3 0 4 5]]
1393 1022 [[3 0 4 6]] [[3 0 4 6]]
1394 1023 [[3 0 4 6]] [[3 0 4 6]]
1395 1024 [[3 0 4 6]] [[3 0 4 6]]
1396 1025 [[3 0 4 8]] [[3 0 4 8]]
1397 1026 [[3 0 5 0]] [[3 0 5 0]]
1398 1027 [[3 0 5 5]] [[3 0 5 5]]
1399 1028 [[3 0 5 6]] [[3 0 5 6]]
1400 1028 [[3 0 5 0]] [[3 0 5 7]]
1401 1029 [[3 0 5 8]] [[3 0 5 8]]
1402 1030 [[3 0 6 2]] [[3 0 6 2]]
1403 1031 [[3 0 6 3]] [[3 0 6 3]]
1404 1032 [[3 0 6 5]] [[3 0 6 5]]
1405 1033 [[3 0 6 5]] [[3 0 6 5]]
1406 1034 [[3 0 6 7]] [[3 0 6 7]]
1407 1034 [[3 0 3 0]] [[3 0 7 0]]
1408 1035 [[3 0 7 4]] [[3 0 7 4]]
1409 1036 [[3 0 7 5]] [[3 0 7 5]]
1410 1037 [[3 0 7 7]] [[3 0 7 7]]
1411 1038 [[3 0 7 7]] [[3 0 7 7]]
1412 1039 [[3 0 7 9]] [[3 0 7 9]]
1413 1039 [[3 0 4 7]] [[3 0 8 2]]
1414 1039 [[3 0 2 3]] [[3 0 8 3]]
1415 1040 [[3 0 8 8]] [[3 0 8 8]]
1416 1041 [[3 0 8 9]] [[3 0 8 9]]
1417 1042 [[3 0 9 3]] [[3 0 9 3]]
1418 1043 [[3 0 9 5]] [[3 0 9 5]]
1419 1044 [[3 0 9 7]] [[3 0 9 7]]
1420 1045 [[3 0 9 8]] [[3 0 9 8]]
1421 1045 [[3 0 2 4]] [[3 1 0 4]]
1422 1045 [[3 7 0 6]] [[3 1 0 6]]
1423 1045 [[3 0 2 9]] [[3 1 0 9]]
1424 1045 [[3 0 0 9]] [[3 1 0 9]]
1425 1045 [[3 0 7 1]] [[3 1 1 1]]
1426 1045 [[3 7 2 4]] [[3 1 1 4]]
1427 1045 [[3 1 2 5]] [[3 1 1 5]]
1428 1046 [[3 1 1 6]] [[3 1 1 6]]
1429 1047 [[3 1 2 3]] [[3 1 2 3]]
1430 1048 [[3 1 2 4]] [[3 1 2 4]]
1431 1048 [[3 7 2 5]] [[3 1 2 5]]
1432 1049 [[3 1 2 5]] [[3 1 2 5]]
1433 1050 [[3 1 2 6]] [[3 1 2 6]]
1434 1051 [[3 1 3 0]] [[3 1 3 0]]
1435 1051 [[3 1 7 4]] [[3 1 3 1]]
1436 1052 [[3 1 3 4]] [[3 1 3 4]]
1437 1053 [[3 1 3 6]] [[3 1 3 6]]
1438 1054 [[3 1 3 6]] [[3 1 3 6]]
1439 1055 [[3 1 3 6]] [[3 1 3 6]]
1440 1056 [[3 1 3 9]] [[3 1 3 9]]
1441 1057 [[3 1 3 9]] [[3 1 3 9]]
1442 1057 [[3 1 3 0]] [[3 1 3 9]]
1443 1057 [[3 1 8 1]] [[3 1 4 1]]
1444 1058 [[3 1 4 4]] [[3 1 4 4]]
1445 1058 [[3 1 8 5]] [[3 1 4 5]]
1446 1058 [[3 1 1 8]] [[3 1 5 2]]
1447 1059 [[3 1 5 2]] [[3 1 5 2]]
1448 1060 [[3 1 5 3]] [[3 1 5 3]]
1449 1061 [[3 1 5 4]] [[3 1 5 4]]
1450 1062 [[3 1 5 4]] [[3 1 5 4]]
1451 1063 [[3 1 5 6]] [[3 1 5 6]]
1452 1064 [[3 1 5 8]] [[3 1 5 8]]
1453 1065 [[3 1 6 1]] [[3 1 6 1]]
1454 1066 [[3 1 6 2]] [[3 1 6 2]]
1455 1067 [[3 1 6 4]] [[3 1 6 4]]
1456 1068 [[3 1 6 4]] [[3 1 6 4]]
1457 1069 [[3 1 6 5]] [[3 1 6 5]]
1458 1070 [[3 1 7 2]] [[3 1 7 2]]
1459 1070 [[3 1 1 4]] [[3 1 7 4]]
1460 1071 [[3 1 7 8]] [[3 1 7 8]]
1461 1071 [[3 1 3 9]] [[3 1 7 9]]
1462 1072 [[3 1 8 1]] [[3 1 8 1]]
1463 1073 [[3 1 8 3]] [[3 1 8 3]]
1464 1074 [[3 1 8 6]] [[3 1 8 6]]
1465 1075 [[3 1 8 7]] [[3 1 8 7]]
1466 1076 [[3 1 9 1]] [[3 1 9 1]]
1467 1077 [[3 1 9 3]] [[3 1 9 3]]
1468 1078 [[3 1 9 5]] [[3 1 9 5]]
1469 1079 [[3 1 9 8]] [[3 1 9 8]]
1470 1080 [[3 1 9 8]] [[3 1 9 8]]
1471 1081 [[3 2 0 0]] [[3 2 0 0]]
1472 1081 [[3 1 0 1]] [[3 2 0 1]]
1473 1081 [[3 1 0 3]] [[3 2 0 3]]
1474 1081 [[3 2 7 4]] [[3 2 0 4]]
1475 1081 [[3 1 0 8]] [[3 2 0 8]]
1476 1082 [[3 2 1 1]] [[3 2 1 1]]
1477 1083 [[3 2 1 3]] [[3 2 1 3]]
1478 1084 [[3 2 2 0]] [[3 2 2 0]]
1479 1084 [[3 1 2 1]] [[3 2 2 1]]
1480 1085 [[3 2 2 2]] [[3 2 2 2]]
1481 1086 [[3 2 2 3]] [[3 2 2 3]]
1482 1087 [[3 2 2 4]] [[3 2 2 4]]
1483 1088 [[3 2 2 7]] [[3 2 2 7]]
1484 1088 [[3 2 2 3]] [[3 2 2 7]]
1485 1089 [[3 2 2 8]] [[3 2 2 8]]
1486 1090 [[3 2 3 1]] [[3 2 3 1]]
1487 1091 [[3 2 3 2]] [[3 2 3 2]]
1488 1092 [[3 2 3 2]] [[3 2 3 2]]
1489 1093 [[3 2 3 3]] [[3 2 3 3]]
1490 1094 [[3 2 3 4]] [[3 2 3 4]]
